Stuck, Activated Platelets, All Platelets, Innactive Platelets, Proteins, red blood cells, Frame,
0, 0, 2, 2, 0, 2, 100, 
0, 0, 4, 4, 0, 4, 200, 
0, 0, 6, 6, 0, 6, 300, 
0, 0, 8, 8, 0, 8, 400, 
0, 0, 10, 10, 1, 7, 500, 
0, 0, 12, 12, 1, 8, 600, 
0, 0, 12, 12, 1, 6, 700, 
0, 0, 13, 13, 1, 6, 800, 
0, 0, 14, 14, 1, 7, 900, 
0, 0, 14, 14, 2, 6, 1000, 
0, 0, 16, 16, 2, 8, 1100, 
0, 0, 16, 16, 2, 8, 1200, 
0, 0, 16, 16, 2, 8, 1300, 
0, 1, 18, 17, 2, 9, 1400, 
0, 1, 20, 19, 4, 10, 1500, 
0, 2, 21, 19, 4, 11, 1600, 
0, 2, 20, 18, 4, 12, 1700, 
0, 2, 19, 17, 6, 13, 1800, 
0, 2, 18, 16, 6, 11, 1900, 
0, 2, 20, 18, 7, 13, 2000, 
0, 4, 20, 16, 11, 14, 2100, 
0, 5, 21, 16, 11, 15, 2200, 
0, 7, 23, 16, 11, 16, 2300, 
0, 7, 24, 17, 18, 17, 2400, 
0, 7, 26, 19, 19, 18, 2500, 
0, 7, 27, 20, 19, 19, 2600, 
0, 9, 28, 19, 28, 19, 2700, 
0, 10, 26, 16, 28, 19, 2800, 
0, 12, 27, 15, 28, 16, 2900, 
0, 12, 29, 17, 41, 17, 3000, 
0, 12, 31, 19, 41, 17, 3100, 
0, 13, 30, 17, 41, 18, 3200, 
0, 13, 32, 19, 54, 19, 3300, 
0, 14, 33, 19, 54, 20, 3400, 
0, 14, 33, 19, 55, 20, 3500, 
0, 14, 31, 17, 69, 20, 3600, 
0, 14, 32, 18, 69, 18, 3700, 
0, 15, 33, 18, 69, 18, 3800, 
0, 17, 33, 16, 86, 18, 3900, 
0, 17, 32, 15, 87, 17, 4000, 
0, 17, 33, 16, 87, 15, 4100, 
0, 17, 34, 17, 104, 14, 4200, 
0, 17, 35, 18, 104, 15, 4300, 
0, 17, 36, 19, 104, 15, 4400, 
0, 19, 36, 17, 124, 14, 4500, 
0, 19, 38, 19, 124, 15, 4600, 
0, 21, 37, 16, 124, 15, 4700, 
0, 21, 38, 17, 145, 15, 4800, 
0, 21, 38, 17, 144, 14, 4900, 
0, 23, 37, 14, 145, 15, 5000, 
