Stuck, Activated Platelets, All Platelets, Innactive Platelets, Proteins, red blood cells, Frame,
0, 0, 2, 2, 0, 2, 100, 
0, 0, 4, 4, 0, 4, 200, 
0, 0, 6, 6, 0, 6, 300, 
0, 0, 8, 8, 0, 8, 400, 
0, 0, 10, 10, 1, 8, 500, 
0, 0, 12, 12, 1, 8, 600, 
0, 0, 12, 12, 1, 8, 700, 
0, 0, 14, 14, 1, 9, 800, 
0, 0, 15, 15, 1, 8, 900, 
0, 0, 16, 16, 2, 9, 1000, 
0, 0, 18, 18, 2, 9, 1100, 
0, 0, 17, 17, 2, 9, 1200, 
0, 0, 17, 17, 2, 11, 1300, 
0, 0, 18, 18, 2, 12, 1400, 
0, 1, 19, 18, 4, 12, 1500, 
0, 2, 20, 18, 4, 13, 1600, 
0, 2, 20, 18, 4, 13, 1700, 
0, 3, 20, 17, 7, 11, 1800, 
0, 3, 19, 16, 7, 12, 1900, 
0, 3, 19, 16, 8, 11, 2000, 
0, 3, 20, 17, 11, 12, 2100, 
1, 4, 21, 17, 11, 10, 2200, 
0, 5, 22, 17, 11, 11, 2300, 
1, 5, 21, 16, 16, 12, 2400, 
0, 5, 23, 18, 17, 13, 2500, 
0, 5, 25, 20, 17, 13, 2600, 
0, 5, 25, 20, 22, 13, 2700, 
0, 6, 23, 17, 22, 15, 2800, 
0, 7, 24, 17, 22, 14, 2900, 
0, 7, 25, 18, 30, 16, 3000, 
0, 7, 27, 20, 30, 17, 3100, 
0, 7, 27, 20, 30, 17, 3200, 
0, 8, 27, 19, 38, 17, 3300, 
0, 8, 26, 18, 38, 18, 3400, 
0, 8, 25, 17, 39, 18, 3500, 
0, 8, 25, 17, 47, 18, 3600, 
0, 9, 26, 17, 47, 17, 3700, 
0, 9, 27, 18, 47, 17, 3800, 
0, 9, 27, 18, 56, 19, 3900, 
0, 9, 25, 16, 57, 17, 4000, 
0, 9, 24, 15, 57, 19, 4100, 
0, 11, 26, 15, 68, 19, 4200, 
0, 12, 26, 14, 68, 19, 4300, 
0, 12, 28, 16, 68, 17, 4400, 
0, 13, 27, 14, 82, 18, 4500, 
0, 13, 29, 16, 82, 19, 4600, 
0, 13, 28, 15, 82, 20, 4700, 
0, 14, 28, 14, 96, 17, 4800, 
0, 14, 28, 14, 96, 16, 4900, 
0, 14, 27, 13, 97, 14, 5000, 
