Stuck, Activated Platelets, All Platelets, Innactive Platelets, Proteins, red blood cells, Frame,
0, 0, 2, 2, 0, 2, 100, 
0, 0, 4, 4, 0, 4, 200, 
0, 0, 6, 6, 0, 6, 300, 
0, 0, 8, 8, 0, 8, 400, 
0, 0, 10, 10, 1, 10, 500, 
0, 0, 12, 12, 1, 9, 600, 
0, 0, 13, 13, 1, 8, 700, 
0, 0, 13, 13, 1, 10, 800, 
0, 1, 15, 14, 2, 11, 900, 
0, 1, 15, 14, 3, 12, 1000, 
0, 1, 17, 16, 3, 12, 1100, 
0, 2, 17, 15, 5, 13, 1200, 
0, 2, 16, 14, 5, 15, 1300, 
0, 2, 17, 15, 5, 15, 1400, 
0, 2, 19, 17, 8, 16, 1500, 
0, 2, 20, 18, 8, 18, 1600, 
0, 2, 19, 17, 8, 17, 1700, 
0, 2, 19, 17, 10, 17, 1800, 
0, 2, 18, 16, 10, 17, 1900, 
0, 2, 19, 17, 11, 19, 2000, 
0, 4, 19, 15, 15, 18, 2100, 
0, 4, 19, 15, 15, 17, 2200, 
0, 4, 21, 17, 15, 19, 2300, 
0, 5, 22, 17, 20, 17, 2400, 
0, 5, 23, 18, 21, 19, 2500, 
0, 7, 25, 18, 21, 17, 2600, 
0, 7, 26, 19, 28, 16, 2700, 
0, 8, 23, 15, 28, 17, 2800, 
0, 8, 25, 17, 28, 17, 2900, 
0, 8, 27, 19, 37, 14, 3000, 
0, 8, 28, 20, 37, 13, 3100, 
0, 9, 28, 19, 37, 13, 3200, 
0, 10, 30, 20, 47, 13, 3300, 
0, 10, 30, 20, 47, 14, 3400, 
0, 10, 29, 19, 48, 12, 3500, 
0, 10, 28, 18, 58, 14, 3600, 
0, 11, 30, 19, 58, 13, 3700, 
0, 12, 29, 17, 58, 14, 3800, 
0, 12, 29, 17, 70, 15, 3900, 
0, 13, 28, 15, 71, 16, 4000, 
0, 13, 29, 16, 71, 15, 4100, 
0, 15, 29, 14, 86, 15, 4200, 
0, 16, 30, 14, 86, 15, 4300, 
0, 16, 32, 16, 86, 15, 4400, 
0, 16, 32, 16, 103, 14, 4500, 
0, 16, 33, 17, 102, 14, 4600, 
0, 17, 32, 15, 102, 15, 4700, 
0, 17, 33, 16, 119, 15, 4800, 
0, 18, 33, 15, 118, 15, 4900, 
0, 18, 32, 14, 118, 15, 5000, 
