Stuck, Activated Platelets, All Platelets, Innactive Platelets, Proteins, red blood cells, Frame,
0, 0, 2, 2, 0, 2, 100, 
0, 0, 4, 4, 0, 4, 200, 
0, 0, 6, 6, 0, 6, 300, 
0, 0, 8, 8, 0, 8, 400, 
0, 0, 10, 10, 1, 9, 500, 
0, 0, 12, 12, 1, 10, 600, 
0, 0, 13, 13, 1, 9, 700, 
0, 0, 15, 15, 1, 10, 800, 
0, 0, 17, 17, 1, 9, 900, 
0, 1, 17, 16, 2, 10, 1000, 
0, 2, 19, 17, 2, 10, 1100, 
0, 3, 17, 14, 5, 10, 1200, 
0, 3, 18, 15, 5, 11, 1300, 
0, 3, 19, 16, 5, 13, 1400, 
0, 3, 21, 18, 9, 14, 1500, 
0, 3, 19, 16, 9, 15, 1600, 
0, 3, 19, 16, 9, 15, 1700, 
0, 4, 18, 14, 13, 16, 1800, 
0, 4, 17, 13, 13, 15, 1900, 
0, 4, 19, 15, 14, 16, 2000, 
0, 4, 20, 16, 18, 15, 2100, 
0, 4, 21, 17, 18, 14, 2200, 
0, 4, 23, 19, 18, 15, 2300, 
0, 6, 22, 16, 24, 16, 2400, 
0, 6, 24, 18, 25, 16, 2500, 
0, 7, 26, 19, 25, 17, 2600, 
0, 7, 26, 19, 32, 17, 2700, 
0, 7, 24, 17, 32, 17, 2800, 
0, 8, 25, 17, 32, 18, 2900, 
0, 8, 27, 19, 41, 16, 3000, 
0, 11, 29, 18, 41, 16, 3100, 
0, 12, 29, 17, 41, 15, 3200, 
0, 12, 31, 19, 53, 17, 3300, 
0, 13, 31, 18, 53, 17, 3400, 
0, 13, 31, 18, 53, 16, 3500, 
0, 14, 29, 15, 67, 15, 3600, 
0, 14, 31, 17, 67, 16, 3700, 
0, 15, 32, 17, 65, 18, 3800, 
0, 15, 31, 16, 79, 18, 3900, 
0, 16, 30, 14, 80, 16, 4000, 
0, 16, 30, 14, 80, 16, 4100, 
0, 16, 32, 16, 96, 16, 4200, 
0, 16, 31, 15, 96, 16, 4300, 
0, 16, 33, 17, 96, 17, 4400, 
0, 16, 33, 17, 112, 17, 4500, 
0, 16, 34, 18, 111, 17, 4600, 
0, 17, 33, 16, 111, 18, 4700, 
0, 17, 34, 17, 128, 17, 4800, 
0, 17, 34, 17, 127, 19, 4900, 
0, 17, 33, 16, 128, 17, 5000, 
