Stuck, Activated Platelets, All Platelets, Innactive Platelets, Proteins, red blood cells, Frame,
0, 0, 2, 2, 0, 2, 100, 
0, 0, 4, 4, 0, 4, 200, 
0, 0, 6, 6, 0, 6, 300, 
0, 0, 8, 8, 0, 8, 400, 
0, 0, 10, 10, 1, 9, 500, 
0, 0, 12, 12, 1, 9, 600, 
0, 0, 12, 12, 1, 11, 700, 
0, 0, 12, 12, 0, 10, 800, 
0, 0, 14, 14, 0, 10, 900, 
0, 0, 15, 15, 1, 10, 1000, 
0, 0, 16, 16, 1, 11, 1100, 
0, 0, 16, 16, 1, 11, 1200, 
0, 1, 18, 17, 1, 12, 1300, 
0, 1, 20, 19, 1, 12, 1400, 
0, 1, 21, 20, 3, 11, 1500, 
0, 2, 21, 19, 3, 11, 1600, 
0, 2, 19, 17, 3, 12, 1700, 
0, 2, 18, 16, 5, 13, 1800, 
0, 2, 17, 15, 5, 12, 1900, 
0, 2, 19, 17, 6, 11, 2000, 
0, 3, 20, 17, 9, 12, 2100, 
0, 3, 20, 17, 9, 12, 2200, 
0, 3, 21, 18, 9, 12, 2300, 
0, 4, 21, 17, 13, 10, 2400, 
0, 4, 23, 19, 14, 12, 2500, 
0, 4, 23, 19, 14, 14, 2600, 
0, 5, 24, 19, 19, 13, 2700, 
0, 5, 21, 16, 19, 13, 2800, 
0, 5, 21, 16, 19, 14, 2900, 
0, 5, 23, 18, 25, 16, 3000, 
0, 5, 24, 19, 25, 14, 3100, 
0, 6, 24, 18, 25, 15, 3200, 
0, 8, 26, 18, 33, 16, 3300, 
0, 8, 26, 18, 33, 17, 3400, 
0, 8, 26, 18, 34, 18, 3500, 
0, 9, 26, 17, 43, 18, 3600, 
0, 9, 27, 18, 43, 17, 3700, 
0, 9, 27, 18, 43, 16, 3800, 
0, 10, 27, 17, 53, 17, 3900, 
0, 12, 26, 14, 54, 18, 4000, 
0, 12, 26, 14, 54, 17, 4100, 
0, 12, 27, 15, 66, 17, 4200, 
0, 13, 28, 15, 65, 18, 4300, 
0, 13, 29, 16, 65, 18, 4400, 
0, 13, 29, 16, 79, 19, 4500, 
0, 14, 31, 17, 79, 20, 4600, 
0, 14, 31, 17, 79, 22, 4700, 
0, 14, 31, 17, 93, 23, 4800, 
0, 16, 31, 15, 92, 23, 4900, 
0, 16, 31, 15, 92, 23, 5000, 
