Stuck, Activated Platelets, All Platelets, Innactive Platelets, Proteins, red blood cells, Frame,
0, 0, 2, 2, 0, 2, 100, 
0, 0, 4, 4, 0, 4, 200, 
0, 0, 6, 6, 0, 6, 300, 
0, 0, 8, 8, 0, 8, 400, 
0, 0, 10, 10, 1, 10, 500, 
0, 0, 12, 12, 1, 9, 600, 
0, 1, 13, 12, 1, 11, 700, 
0, 2, 15, 13, 1, 12, 800, 
0, 3, 17, 14, 4, 13, 900, 
0, 3, 18, 15, 5, 12, 1000, 
0, 3, 18, 15, 5, 13, 1100, 
0, 3, 17, 14, 8, 13, 1200, 
0, 3, 18, 15, 8, 13, 1300, 
0, 3, 19, 16, 8, 15, 1400, 
0, 3, 20, 17, 12, 14, 1500, 
0, 3, 21, 18, 12, 15, 1600, 
0, 3, 19, 16, 12, 13, 1700, 
0, 3, 19, 16, 15, 14, 1800, 
0, 3, 18, 15, 15, 15, 1900, 
0, 3, 19, 16, 16, 13, 2000, 
0, 3, 18, 15, 19, 13, 2100, 
0, 4, 19, 15, 19, 14, 2200, 
0, 4, 21, 17, 19, 12, 2300, 
0, 4, 22, 18, 23, 11, 2400, 
0, 5, 23, 18, 24, 12, 2500, 
0, 5, 24, 19, 24, 12, 2600, 
0, 6, 24, 18, 30, 12, 2700, 
0, 6, 20, 14, 30, 13, 2800, 
0, 6, 22, 16, 30, 11, 2900, 
0, 7, 24, 17, 38, 12, 3000, 
0, 8, 26, 18, 38, 12, 3100, 
0, 9, 25, 16, 38, 12, 3200, 
0, 9, 27, 18, 47, 13, 3300, 
0, 10, 28, 18, 47, 14, 3400, 
0, 10, 27, 17, 48, 13, 3500, 
0, 11, 27, 16, 59, 13, 3600, 
0, 11, 29, 18, 59, 13, 3700, 
0, 11, 30, 19, 59, 12, 3800, 
0, 12, 29, 17, 71, 11, 3900, 
0, 12, 27, 15, 72, 13, 4000, 
0, 12, 27, 15, 72, 15, 4100, 
0, 13, 29, 16, 84, 15, 4200, 
0, 13, 30, 17, 84, 16, 4300, 
0, 13, 31, 18, 84, 16, 4400, 
0, 13, 31, 18, 98, 15, 4500, 
0, 13, 33, 20, 97, 15, 4600, 
0, 14, 33, 19, 97, 15, 4700, 
0, 15, 34, 19, 112, 14, 4800, 
0, 16, 34, 18, 112, 14, 4900, 
0, 18, 34, 16, 112, 15, 5000, 
