Stuck, Activated Platelets, All Platelets, Innactive Platelets, Proteins, red blood cells, Frame,
0, 0, 2, 2, 0, 2, 100, 
0, 0, 4, 4, 0, 4, 200, 
0, 0, 6, 6, 0, 6, 300, 
0, 0, 8, 8, 0, 8, 400, 
0, 0, 10, 10, 1, 9, 500, 
0, 0, 12, 12, 1, 9, 600, 
0, 0, 13, 13, 1, 11, 700, 
0, 0, 15, 15, 1, 11, 800, 
0, 0, 16, 16, 1, 10, 900, 
0, 2, 16, 14, 2, 10, 1000, 
0, 2, 18, 16, 2, 10, 1100, 
0, 2, 18, 16, 4, 10, 1200, 
0, 3, 20, 17, 4, 11, 1300, 
0, 4, 20, 16, 4, 10, 1400, 
0, 5, 22, 17, 10, 10, 1500, 
0, 5, 23, 18, 10, 10, 1600, 
0, 7, 23, 16, 10, 10, 1700, 
0, 7, 23, 16, 17, 9, 1800, 
0, 7, 21, 14, 17, 9, 1900, 
0, 8, 22, 14, 18, 10, 2000, 
0, 8, 23, 15, 26, 8, 2100, 
0, 8, 24, 16, 26, 8, 2200, 
0, 8, 25, 17, 26, 10, 2300, 
0, 9, 24, 15, 35, 12, 2400, 
0, 9, 26, 17, 36, 13, 2500, 
0, 9, 27, 18, 36, 13, 2600, 
0, 9, 27, 18, 45, 14, 2700, 
0, 9, 24, 15, 45, 13, 2800, 
0, 11, 26, 15, 45, 12, 2900, 
0, 11, 28, 17, 57, 13, 3000, 
0, 11, 30, 19, 57, 13, 3100, 
0, 11, 29, 18, 57, 13, 3200, 
0, 12, 30, 18, 69, 13, 3300, 
0, 12, 31, 19, 69, 14, 3400, 
0, 12, 29, 17, 70, 14, 3500, 
0, 14, 28, 14, 84, 15, 3600, 
0, 14, 30, 16, 84, 15, 3700, 
0, 14, 31, 17, 84, 17, 3800, 
0, 15, 31, 16, 99, 17, 3900, 
0, 15, 30, 15, 100, 17, 4000, 
0, 16, 30, 14, 99, 17, 4100, 
0, 16, 31, 15, 115, 18, 4200, 
0, 16, 32, 16, 115, 19, 4300, 
0, 16, 32, 16, 115, 18, 4400, 
0, 16, 31, 15, 132, 19, 4500, 
0, 16, 33, 17, 132, 18, 4600, 
0, 17, 32, 15, 132, 18, 4700, 
0, 18, 32, 14, 150, 17, 4800, 
0, 18, 32, 14, 150, 17, 4900, 
0, 18, 32, 14, 150, 16, 5000, 
