Stuck, Activated Platelets, All Platelets, Innactive Platelets, Proteins, red blood cells, Frame,
0, 0, 2, 2, 0, 2, 100, 
0, 0, 4, 4, 0, 4, 200, 
0, 0, 6, 6, 0, 6, 300, 
0, 0, 8, 8, 0, 8, 400, 
0, 0, 10, 10, 1, 10, 500, 
0, 0, 12, 12, 1, 8, 600, 
0, 0, 13, 13, 1, 9, 700, 
0, 0, 15, 15, 1, 10, 800, 
0, 0, 16, 16, 1, 11, 900, 
0, 0, 17, 17, 2, 10, 1000, 
0, 2, 17, 15, 2, 10, 1100, 
0, 2, 17, 15, 4, 11, 1200, 
0, 2, 19, 17, 4, 12, 1300, 
0, 3, 19, 16, 4, 13, 1400, 
0, 4, 21, 17, 9, 13, 1500, 
0, 4, 22, 18, 9, 14, 1600, 
0, 4, 21, 17, 9, 14, 1700, 
0, 4, 20, 16, 13, 14, 1800, 
0, 4, 20, 16, 13, 16, 1900, 
0, 4, 22, 18, 14, 16, 2000, 
0, 5, 23, 18, 19, 15, 2100, 
0, 6, 23, 17, 19, 17, 2200, 
0, 6, 25, 19, 19, 18, 2300, 
0, 7, 26, 19, 26, 16, 2400, 
1, 9, 28, 19, 27, 16, 2500, 
0, 9, 30, 21, 27, 15, 2600, 
0, 9, 30, 21, 36, 17, 2700, 
0, 9, 27, 18, 36, 17, 2800, 
0, 9, 28, 19, 36, 16, 2900, 
0, 11, 30, 19, 48, 15, 3000, 
0, 13, 32, 19, 48, 14, 3100, 
0, 14, 32, 18, 48, 12, 3200, 
0, 15, 33, 18, 63, 13, 3300, 
0, 16, 34, 18, 63, 14, 3400, 
0, 16, 34, 18, 64, 14, 3500, 
0, 18, 34, 16, 81, 14, 3600, 
0, 18, 34, 16, 81, 15, 3700, 
0, 18, 35, 17, 81, 14, 3800, 
0, 19, 35, 16, 100, 15, 3900, 
0, 20, 34, 14, 101, 15, 4000, 
0, 20, 34, 14, 101, 15, 4100, 
0, 21, 36, 15, 121, 16, 4200, 
0, 21, 36, 15, 121, 16, 4300, 
1, 21, 37, 16, 121, 15, 4400, 
0, 21, 36, 15, 143, 16, 4500, 
0, 22, 38, 16, 143, 16, 4600, 
0, 22, 38, 16, 143, 16, 4700, 
0, 22, 39, 17, 165, 16, 4800, 
0, 22, 39, 17, 164, 16, 4900, 
0, 23, 39, 16, 165, 16, 5000, 
