Stuck, Activated Platelets, All Platelets, Innactive Platelets, Proteins, red blood cells, Frame,
0, 0, 2, 2, 0, 2, 100, 
0, 0, 4, 4, 0, 4, 200, 
0, 0, 6, 6, 0, 6, 300, 
0, 0, 8, 8, 0, 8, 400, 
0, 0, 10, 10, 1, 9, 500, 
0, 0, 12, 12, 1, 10, 600, 
0, 0, 13, 13, 1, 10, 700, 
0, 0, 15, 15, 1, 9, 800, 
0, 0, 16, 16, 1, 10, 900, 
0, 1, 15, 14, 2, 11, 1000, 
0, 3, 17, 14, 2, 10, 1100, 
0, 3, 17, 14, 5, 11, 1200, 
0, 3, 19, 16, 5, 11, 1300, 
0, 3, 21, 18, 5, 12, 1400, 
0, 4, 23, 19, 10, 13, 1500, 
0, 4, 23, 19, 10, 13, 1600, 
0, 5, 23, 18, 10, 14, 1700, 
0, 7, 22, 15, 17, 15, 1800, 
0, 7, 22, 15, 17, 15, 1900, 
0, 7, 24, 17, 18, 15, 2000, 
0, 7, 25, 18, 25, 15, 2100, 
0, 7, 25, 18, 25, 16, 2200, 
0, 7, 26, 19, 25, 14, 2300, 
0, 8, 26, 18, 33, 14, 2400, 
0, 9, 28, 19, 34, 13, 2500, 
0, 9, 29, 20, 34, 14, 2600, 
0, 12, 30, 18, 46, 15, 2700, 
0, 12, 26, 14, 46, 15, 2800, 
0, 12, 28, 16, 46, 15, 2900, 
0, 13, 30, 17, 60, 14, 3000, 
0, 13, 32, 19, 60, 13, 3100, 
0, 13, 32, 19, 60, 14, 3200, 
0, 13, 34, 21, 73, 15, 3300, 
0, 14, 34, 20, 73, 11, 3400, 
0, 14, 34, 20, 73, 12, 3500, 
0, 15, 33, 18, 88, 12, 3600, 
0, 16, 34, 18, 88, 12, 3700, 
0, 16, 34, 18, 88, 12, 3800, 
0, 16, 34, 18, 104, 13, 3900, 
0, 17, 32, 15, 105, 14, 4000, 
0, 18, 33, 15, 104, 14, 4100, 
0, 18, 34, 16, 122, 14, 4200, 
0, 18, 35, 17, 122, 13, 4300, 
0, 19, 35, 16, 121, 15, 4400, 
0, 20, 35, 15, 141, 13, 4500, 
0, 21, 37, 16, 140, 13, 4600, 
0, 21, 36, 15, 140, 14, 4700, 
0, 22, 37, 15, 162, 14, 4800, 
0, 22, 36, 14, 162, 15, 4900, 
0, 22, 35, 13, 163, 14, 5000, 
