Stuck, Activated Platelets, All Platelets, Innactive Platelets, Proteins, red blood cells, Frame,
0, 0, 2, 2, 0, 2, 100, 
0, 0, 4, 4, 0, 4, 200, 
0, 0, 6, 6, 0, 6, 300, 
0, 0, 8, 8, 0, 8, 400, 
0, 0, 10, 10, 1, 9, 500, 
0, 0, 12, 12, 1, 9, 600, 
0, 0, 12, 12, 1, 9, 700, 
0, 0, 14, 14, 1, 10, 800, 
0, 0, 14, 14, 1, 11, 900, 
0, 0, 14, 14, 2, 10, 1000, 
0, 0, 16, 16, 2, 10, 1100, 
0, 0, 13, 13, 2, 10, 1200, 
0, 0, 15, 15, 2, 10, 1300, 
0, 0, 17, 17, 2, 12, 1400, 
0, 0, 19, 19, 3, 11, 1500, 
0, 1, 17, 16, 3, 12, 1600, 
0, 1, 17, 16, 3, 13, 1700, 
0, 1, 17, 16, 4, 14, 1800, 
0, 1, 17, 16, 4, 13, 1900, 
0, 2, 18, 16, 5, 14, 2000, 
0, 2, 18, 16, 7, 14, 2100, 
0, 4, 19, 15, 7, 13, 2200, 
0, 4, 21, 17, 7, 13, 2300, 
1, 5, 22, 17, 12, 15, 2400, 
0, 5, 22, 17, 13, 16, 2500, 
0, 6, 24, 18, 13, 15, 2600, 
0, 6, 25, 19, 19, 16, 2700, 
0, 6, 23, 17, 19, 18, 2800, 
0, 7, 23, 16, 19, 18, 2900, 
0, 8, 24, 16, 28, 17, 3000, 
0, 8, 25, 17, 28, 17, 3100, 
0, 8, 24, 16, 28, 18, 3200, 
0, 8, 26, 18, 36, 18, 3300, 
0, 8, 27, 19, 36, 19, 3400, 
0, 9, 26, 17, 37, 20, 3500, 
0, 9, 24, 15, 46, 19, 3600, 
0, 10, 26, 16, 46, 20, 3700, 
0, 10, 25, 15, 46, 20, 3800, 
0, 10, 24, 14, 56, 20, 3900, 
0, 10, 23, 13, 57, 20, 4000, 
0, 10, 24, 14, 57, 19, 4100, 
0, 10, 25, 15, 67, 19, 4200, 
0, 10, 26, 16, 67, 18, 4300, 
0, 10, 28, 18, 67, 18, 4400, 
0, 10, 28, 18, 78, 18, 4500, 
0, 12, 30, 18, 78, 19, 4600, 
0, 13, 29, 16, 78, 18, 4700, 
0, 14, 30, 16, 90, 19, 4800, 
0, 14, 29, 15, 90, 19, 4900, 
0, 14, 29, 15, 90, 19, 5000, 
