Stuck, Activated Platelets, All Platelets, Innactive Platelets, Proteins, red blood cells, Frame,
0, 0, 2, 2, 0, 2, 100, 
0, 0, 4, 4, 0, 4, 200, 
0, 0, 6, 6, 0, 6, 300, 
0, 0, 8, 8, 0, 8, 400, 
0, 0, 10, 10, 1, 9, 500, 
0, 0, 12, 12, 1, 9, 600, 
0, 0, 12, 12, 1, 10, 700, 
0, 0, 14, 14, 1, 8, 800, 
0, 0, 14, 14, 1, 8, 900, 
0, 0, 14, 14, 2, 8, 1000, 
0, 0, 16, 16, 2, 8, 1100, 
0, 0, 15, 15, 2, 9, 1200, 
0, 0, 16, 16, 2, 9, 1300, 
0, 0, 17, 17, 2, 10, 1400, 
0, 0, 18, 18, 3, 12, 1500, 
0, 1, 17, 16, 3, 12, 1600, 
0, 2, 17, 15, 3, 12, 1700, 
0, 2, 16, 14, 5, 12, 1800, 
0, 2, 15, 13, 5, 13, 1900, 
0, 2, 16, 14, 6, 12, 2000, 
0, 2, 17, 15, 8, 13, 2100, 
0, 2, 18, 16, 8, 14, 2200, 
0, 3, 19, 16, 8, 12, 2300, 
0, 3, 20, 17, 11, 13, 2400, 
0, 4, 22, 18, 12, 11, 2500, 
0, 4, 23, 19, 12, 11, 2600, 
0, 4, 23, 19, 16, 11, 2700, 
0, 5, 21, 16, 16, 12, 2800, 
0, 5, 22, 17, 16, 12, 2900, 
0, 6, 24, 18, 23, 12, 3000, 
0, 6, 25, 19, 23, 12, 3100, 
0, 6, 25, 19, 23, 12, 3200, 
0, 7, 27, 20, 30, 13, 3300, 
0, 8, 28, 20, 30, 14, 3400, 
0, 8, 28, 20, 31, 15, 3500, 
0, 10, 28, 18, 41, 14, 3600, 
0, 11, 29, 18, 41, 15, 3700, 
0, 11, 29, 18, 41, 13, 3800, 
0, 12, 29, 17, 53, 13, 3900, 
0, 13, 27, 14, 54, 14, 4000, 
0, 13, 27, 14, 54, 16, 4100, 
0, 14, 29, 15, 68, 14, 4200, 
0, 14, 30, 16, 68, 15, 4300, 
0, 14, 32, 18, 68, 15, 4400, 
0, 14, 31, 17, 83, 15, 4500, 
0, 15, 33, 18, 83, 15, 4600, 
0, 16, 33, 17, 83, 14, 4700, 
0, 19, 34, 15, 102, 16, 4800, 
0, 20, 34, 14, 102, 15, 4900, 
0, 21, 34, 13, 101, 14, 5000, 
