Stuck, Activated Platelets, All Platelets, Innactive Platelets, Proteins, red blood cells, Frame,
0, 0, 2, 2, 0, 2, 100, 
0, 0, 4, 4, 0, 4, 200, 
0, 0, 6, 6, 0, 6, 300, 
0, 0, 8, 8, 0, 8, 400, 
0, 0, 10, 10, 1, 8, 500, 
0, 0, 12, 12, 1, 8, 600, 
0, 0, 12, 12, 1, 9, 700, 
0, 0, 14, 14, 1, 9, 800, 
0, 0, 16, 16, 1, 10, 900, 
0, 2, 16, 14, 2, 11, 1000, 
0, 2, 18, 16, 2, 12, 1100, 
0, 2, 15, 13, 4, 12, 1200, 
0, 2, 16, 14, 4, 12, 1300, 
0, 2, 18, 16, 4, 13, 1400, 
0, 2, 19, 17, 7, 12, 1500, 
0, 3, 20, 17, 7, 13, 1600, 
0, 3, 18, 15, 7, 14, 1700, 
0, 3, 18, 15, 10, 14, 1800, 
0, 3, 18, 15, 10, 16, 1900, 
0, 3, 18, 15, 11, 15, 2000, 
0, 3, 17, 14, 14, 15, 2100, 
0, 3, 17, 14, 14, 15, 2200, 
0, 3, 19, 16, 14, 15, 2300, 
0, 3, 18, 15, 17, 14, 2400, 
0, 3, 19, 16, 18, 15, 2500, 
0, 3, 19, 16, 18, 14, 2600, 
0, 3, 20, 17, 21, 14, 2700, 
0, 3, 18, 15, 21, 15, 2800, 
0, 3, 20, 17, 21, 15, 2900, 
0, 3, 21, 18, 25, 15, 3000, 
0, 3, 23, 20, 25, 16, 3100, 
0, 5, 21, 16, 25, 15, 3200, 
0, 5, 23, 18, 30, 15, 3300, 
0, 5, 23, 18, 30, 13, 3400, 
0, 5, 23, 18, 31, 11, 3500, 
0, 6, 23, 17, 36, 12, 3600, 
0, 6, 24, 18, 36, 12, 3700, 
0, 7, 25, 18, 36, 13, 3800, 
0, 7, 25, 18, 42, 13, 3900, 
0, 7, 22, 15, 43, 13, 4000, 
0, 8, 23, 15, 43, 13, 4100, 
0, 9, 25, 16, 52, 13, 4200, 
0, 9, 26, 17, 52, 13, 4300, 
0, 9, 27, 18, 51, 13, 4400, 
0, 10, 26, 16, 60, 13, 4500, 
0, 10, 28, 18, 60, 13, 4600, 
0, 11, 28, 17, 60, 13, 4700, 
0, 12, 28, 16, 72, 14, 4800, 
0, 12, 28, 16, 70, 14, 4900, 
0, 13, 26, 13, 71, 15, 5000, 
