Stuck, Activated Platelets, All Platelets, Innactive Platelets, Proteins, red blood cells, Frame,
0, 0, 2, 2, 0, 2, 100, 
0, 0, 4, 4, 0, 4, 200, 
0, 0, 6, 6, 0, 6, 300, 
0, 0, 8, 8, 0, 8, 400, 
0, 0, 10, 10, 1, 10, 500, 
0, 0, 12, 12, 1, 9, 600, 
0, 0, 13, 13, 1, 8, 700, 
0, 0, 15, 15, 1, 8, 800, 
0, 0, 16, 16, 1, 10, 900, 
0, 0, 17, 17, 2, 8, 1000, 
0, 0, 18, 18, 2, 9, 1100, 
0, 0, 18, 18, 2, 10, 1200, 
0, 1, 17, 16, 2, 10, 1300, 
0, 1, 18, 17, 2, 9, 1400, 
0, 1, 19, 18, 4, 11, 1500, 
0, 2, 20, 18, 4, 13, 1600, 
0, 2, 20, 18, 4, 12, 1700, 
0, 2, 19, 17, 6, 14, 1800, 
0, 2, 19, 17, 6, 14, 1900, 
0, 3, 20, 17, 7, 12, 2000, 
0, 3, 20, 17, 10, 13, 2100, 
0, 4, 20, 16, 10, 15, 2200, 
0, 4, 22, 18, 10, 16, 2300, 
0, 5, 22, 17, 15, 16, 2400, 
0, 5, 24, 19, 16, 17, 2500, 
0, 7, 26, 19, 16, 17, 2600, 
0, 8, 27, 19, 24, 17, 2700, 
0, 9, 24, 15, 24, 15, 2800, 
0, 9, 26, 17, 24, 16, 2900, 
0, 9, 27, 18, 34, 16, 3000, 
0, 11, 29, 18, 34, 16, 3100, 
0, 12, 28, 16, 34, 13, 3200, 
0, 12, 30, 18, 46, 13, 3300, 
0, 12, 30, 18, 46, 13, 3400, 
0, 12, 30, 18, 47, 13, 3500, 
0, 12, 30, 18, 59, 14, 3600, 
0, 14, 31, 17, 59, 16, 3700, 
0, 14, 31, 17, 59, 15, 3800, 
0, 14, 31, 17, 73, 16, 3900, 
0, 15, 28, 13, 74, 17, 4000, 
0, 15, 29, 14, 74, 17, 4100, 
0, 15, 30, 15, 89, 19, 4200, 
0, 15, 29, 14, 89, 20, 4300, 
0, 15, 31, 16, 89, 20, 4400, 
0, 15, 30, 15, 105, 20, 4500, 
0, 15, 31, 16, 105, 20, 4600, 
0, 15, 31, 16, 105, 22, 4700, 
0, 15, 31, 16, 119, 24, 4800, 
0, 15, 30, 15, 118, 23, 4900, 
0, 15, 29, 14, 119, 23, 5000, 
