Stuck, Activated Platelets, All Platelets, Innactive Platelets, Proteins, red blood cells, Frame,
0, 0, 2, 2, 0, 2, 100, 
0, 0, 4, 4, 0, 4, 200, 
0, 0, 6, 6, 0, 6, 300, 
0, 0, 8, 8, 0, 8, 400, 
0, 0, 10, 10, 1, 7, 500, 
0, 0, 12, 12, 1, 7, 600, 
0, 0, 11, 11, 1, 6, 700, 
0, 0, 13, 13, 1, 7, 800, 
0, 0, 14, 14, 1, 9, 900, 
0, 0, 13, 13, 2, 10, 1000, 
0, 0, 15, 15, 2, 10, 1100, 
0, 0, 15, 15, 2, 11, 1200, 
0, 0, 17, 17, 2, 11, 1300, 
0, 0, 16, 16, 2, 11, 1400, 
0, 0, 18, 18, 3, 11, 1500, 
0, 1, 19, 18, 3, 13, 1600, 
0, 1, 18, 17, 3, 12, 1700, 
0, 2, 17, 15, 5, 14, 1800, 
0, 3, 16, 13, 5, 14, 1900, 
0, 3, 18, 15, 6, 16, 2000, 
0, 3, 19, 16, 9, 15, 2100, 
0, 4, 19, 15, 9, 13, 2200, 
0, 4, 21, 17, 9, 13, 2300, 
0, 5, 21, 16, 14, 15, 2400, 
0, 7, 23, 16, 15, 16, 2500, 
0, 7, 25, 18, 15, 17, 2600, 
0, 7, 26, 19, 22, 17, 2700, 
0, 7, 23, 16, 22, 18, 2800, 
0, 7, 25, 18, 22, 18, 2900, 
0, 9, 27, 18, 32, 18, 3000, 
0, 10, 29, 19, 32, 17, 3100, 
0, 10, 28, 18, 32, 19, 3200, 
0, 10, 29, 19, 42, 21, 3300, 
0, 12, 30, 18, 42, 21, 3400, 
0, 12, 29, 17, 43, 19, 3500, 
0, 12, 29, 17, 55, 20, 3600, 
0, 12, 30, 18, 55, 15, 3700, 
0, 12, 31, 19, 55, 15, 3800, 
0, 12, 31, 19, 67, 17, 3900, 
0, 14, 30, 16, 68, 18, 4000, 
0, 17, 31, 14, 68, 18, 4100, 
0, 17, 33, 16, 85, 17, 4200, 
0, 17, 34, 17, 85, 19, 4300, 
0, 18, 35, 17, 85, 20, 4400, 
0, 18, 33, 15, 104, 19, 4500, 
0, 18, 34, 16, 104, 19, 4600, 
0, 19, 34, 15, 104, 20, 4700, 
0, 19, 34, 15, 123, 19, 4800, 
0, 20, 33, 13, 123, 17, 4900, 
0, 20, 33, 13, 124, 18, 5000, 
