Stuck, Activated Platelets, All Platelets, Innactive Platelets, Proteins, red blood cells, Frame,
0, 0, 2, 2, 0, 2, 100, 
0, 0, 4, 4, 0, 4, 200, 
0, 0, 6, 6, 0, 6, 300, 
0, 0, 8, 8, 0, 8, 400, 
0, 0, 10, 10, 1, 8, 500, 
0, 0, 12, 12, 1, 8, 600, 
0, 0, 13, 13, 1, 9, 700, 
0, 0, 13, 13, 1, 9, 800, 
0, 1, 14, 13, 2, 9, 900, 
0, 1, 15, 14, 3, 10, 1000, 
0, 1, 16, 15, 3, 12, 1100, 
0, 2, 16, 14, 5, 13, 1200, 
0, 2, 17, 15, 5, 13, 1300, 
0, 2, 19, 17, 5, 12, 1400, 
0, 2, 20, 18, 8, 12, 1500, 
0, 2, 19, 17, 8, 13, 1600, 
0, 2, 18, 16, 8, 12, 1700, 
0, 2, 18, 16, 10, 13, 1800, 
0, 4, 17, 13, 10, 13, 1900, 
0, 5, 18, 13, 11, 14, 2000, 
0, 5, 19, 14, 16, 14, 2100, 
0, 5, 20, 15, 16, 13, 2200, 
0, 6, 21, 15, 16, 13, 2300, 
0, 6, 21, 15, 22, 13, 2400, 
0, 6, 22, 16, 23, 15, 2500, 
0, 6, 23, 17, 23, 14, 2600, 
0, 6, 23, 17, 29, 15, 2700, 
0, 6, 21, 15, 29, 15, 2800, 
0, 7, 22, 15, 29, 13, 2900, 
0, 7, 24, 17, 37, 14, 3000, 
0, 7, 26, 19, 37, 16, 3100, 
0, 7, 25, 18, 37, 16, 3200, 
0, 7, 27, 20, 44, 16, 3300, 
0, 8, 26, 18, 44, 17, 3400, 
0, 9, 25, 16, 45, 17, 3500, 
0, 9, 24, 15, 54, 18, 3600, 
0, 9, 26, 17, 54, 16, 3700, 
0, 9, 26, 17, 54, 15, 3800, 
0, 10, 26, 16, 63, 15, 3900, 
0, 10, 22, 12, 63, 15, 4000, 
0, 10, 22, 12, 63, 16, 4100, 
0, 10, 24, 14, 73, 16, 4200, 
0, 10, 25, 15, 73, 14, 4300, 
0, 10, 27, 17, 72, 15, 4400, 
0, 10, 26, 16, 83, 14, 4500, 
0, 10, 27, 17, 83, 15, 4600, 
0, 11, 27, 16, 82, 15, 4700, 
0, 11, 26, 15, 93, 15, 4800, 
0, 11, 26, 15, 92, 15, 4900, 
0, 11, 25, 14, 92, 16, 5000, 
