Stuck, Activated Platelets, All Platelets, Innactive Platelets, Proteins, red blood cells, Frame,
0, 0, 2, 2, 0, 2, 100, 
0, 0, 4, 4, 0, 4, 200, 
0, 0, 6, 6, 0, 6, 300, 
0, 0, 8, 8, 0, 8, 400, 
0, 0, 10, 10, 1, 8, 500, 
0, 0, 12, 12, 1, 9, 600, 
0, 0, 12, 12, 1, 9, 700, 
0, 0, 13, 13, 1, 10, 800, 
0, 0, 15, 15, 1, 10, 900, 
0, 0, 16, 16, 2, 11, 1000, 
0, 0, 15, 15, 2, 12, 1100, 
0, 0, 15, 15, 2, 11, 1200, 
0, 1, 16, 15, 2, 13, 1300, 
0, 1, 17, 16, 2, 13, 1400, 
0, 2, 19, 17, 5, 14, 1500, 
0, 2, 20, 18, 5, 13, 1600, 
0, 2, 19, 17, 5, 14, 1700, 
0, 2, 18, 16, 7, 13, 1800, 
0, 2, 16, 14, 7, 13, 1900, 
0, 2, 17, 15, 8, 14, 2000, 
0, 2, 18, 16, 10, 16, 2100, 
0, 2, 17, 15, 10, 14, 2200, 
0, 2, 18, 16, 10, 14, 2300, 
0, 2, 19, 17, 12, 14, 2400, 
0, 3, 21, 18, 13, 16, 2500, 
0, 4, 23, 19, 13, 15, 2600, 
0, 4, 24, 20, 17, 16, 2700, 
0, 6, 22, 16, 17, 16, 2800, 
0, 6, 24, 18, 17, 16, 2900, 
0, 6, 25, 19, 24, 15, 3000, 
0, 7, 26, 19, 24, 16, 3100, 
0, 8, 26, 18, 24, 15, 3200, 
0, 8, 27, 19, 32, 15, 3300, 
0, 9, 28, 19, 32, 15, 3400, 
0, 9, 26, 17, 33, 15, 3500, 
0, 9, 26, 17, 42, 16, 3600, 
0, 9, 28, 19, 42, 15, 3700, 
0, 11, 27, 16, 42, 14, 3800, 
0, 11, 26, 15, 53, 15, 3900, 
0, 11, 24, 13, 54, 17, 4000, 
0, 11, 25, 14, 54, 16, 4100, 
0, 11, 25, 14, 65, 14, 4200, 
0, 11, 25, 14, 65, 12, 4300, 
0, 12, 27, 15, 65, 12, 4400, 
0, 12, 27, 15, 78, 13, 4500, 
0, 12, 29, 17, 78, 14, 4600, 
0, 13, 28, 15, 78, 13, 4700, 
0, 14, 29, 15, 92, 14, 4800, 
0, 14, 29, 15, 92, 13, 4900, 
0, 15, 29, 14, 93, 14, 5000, 
