Stuck, Activated Platelets, All Platelets, Innactive Platelets, Proteins, red blood cells, Frame,
0, 0, 2, 2, 0, 2, 100, 
0, 0, 4, 4, 0, 4, 200, 
0, 0, 6, 6, 0, 6, 300, 
0, 0, 8, 8, 0, 8, 400, 
0, 0, 10, 10, 1, 9, 500, 
0, 0, 11, 11, 1, 9, 600, 
0, 0, 12, 12, 1, 9, 700, 
0, 0, 14, 14, 1, 9, 800, 
0, 0, 15, 15, 1, 9, 900, 
0, 0, 15, 15, 2, 10, 1000, 
0, 0, 16, 16, 2, 11, 1100, 
0, 0, 16, 16, 2, 12, 1200, 
0, 1, 18, 17, 2, 13, 1300, 
0, 2, 19, 17, 2, 15, 1400, 
0, 2, 21, 19, 5, 16, 1500, 
0, 3, 21, 18, 5, 14, 1600, 
0, 4, 20, 16, 5, 15, 1700, 
0, 4, 20, 16, 9, 14, 1800, 
0, 4, 20, 16, 9, 16, 1900, 
0, 4, 20, 16, 10, 17, 2000, 
0, 6, 20, 14, 16, 18, 2100, 
0, 7, 21, 14, 16, 18, 2200, 
0, 7, 23, 16, 16, 17, 2300, 
0, 7, 24, 17, 23, 17, 2400, 
0, 7, 26, 19, 24, 18, 2500, 
0, 7, 27, 20, 24, 19, 2600, 
0, 8, 28, 20, 32, 18, 2700, 
0, 9, 25, 16, 32, 17, 2800, 
0, 9, 27, 18, 32, 19, 2900, 
0, 11, 28, 17, 44, 20, 3000, 
0, 11, 29, 18, 44, 20, 3100, 
0, 12, 29, 17, 44, 18, 3200, 
0, 12, 31, 19, 56, 19, 3300, 
0, 12, 31, 19, 56, 19, 3400, 
0, 12, 31, 19, 57, 20, 3500, 
0, 13, 31, 18, 70, 21, 3600, 
0, 14, 33, 19, 69, 20, 3700, 
0, 17, 34, 17, 69, 18, 3800, 
0, 17, 34, 17, 86, 16, 3900, 
0, 17, 31, 14, 87, 15, 4000, 
0, 18, 31, 13, 87, 16, 4100, 
0, 18, 32, 14, 104, 17, 4200, 
0, 18, 32, 14, 104, 15, 4300, 
0, 18, 34, 16, 104, 17, 4400, 
0, 19, 34, 15, 124, 15, 4500, 
0, 19, 36, 17, 122, 17, 4600, 
0, 20, 35, 15, 122, 18, 4700, 
0, 20, 36, 16, 142, 18, 4800, 
0, 20, 36, 16, 140, 20, 4900, 
0, 22, 34, 12, 141, 22, 5000, 
